library,chr,arm,raw_frag_cnt,z_frag_cnt
lib032,chr3,q,187382,-1.93647344310912
lib032,chr4,p,74520,-1.94249636549475
lib032,chr4,q,239037,-1.98290727894393
lib032,chr5,p,73415,-1.96878665469725
lib032,chr5,q,225309,-1.93498746792332
lib032,chr6,p,87368,-1.86746374584949
lib032,chr6,q,190673,-1.96524068380439
lib032,chr7,p,94708,-1.92783444723131
lib032,chr7,q,151977,-1.95210708233448
lib032,chr8,p,57802,-1.89734885578865
lib032,chr8,q,179309,-1.94195441673981
lib032,chr9,p,55670,-1.98047616577415
lib032,chr9,q,121784,-1.86798950081624
lib041,chr1,p,323318,-1.39670121333078
lib041,chr1,q,286177,-1.38705706879961
lib041,chr10,p,93593,-1.38996313331293
lib041,chr10,q,238695,-1.39632820962127
lib041,chr11,p,139572,-1.39001471879035
lib041,chr11,q,205290,-1.3987635875033
lib041,chr12,p,77849,-1.36635593846547
lib041,chr12,q,272715,-1.39668793104313
lib041,chr13,q,275875,-1.3904887136495
lib041,chr14,q,256124,-1.40475511903717
lib041,chr15,q,194589,-1.40380245475137
lib041,chr16,p,44971,-1.42056084866253
lib041,chr16,q,124082,-1.42053653771428
lib041,chr17,p,38959,-1.4281344437695
lib041,chr17,q,128675,-1.40322991420307
lib041,chr18,p,46142,-1.40824034901124
lib041,chr18,q,154499,-1.40238079564734
lib041,chr19,p,29840,-1.45829054465714
lib041,chr19,q,57701,-1.45976304519481
lib041,chr2,p,245141,-1.39033171223056
lib041,chr2,q,401210,-1.38372711991728
lib041,chr20,p,64615,-1.41568098563973
lib041,chr20,q,85789,-1.40526189656858
lib041,chr21,q,88628,-1.40794670907023
lib041,chr22,q,62236,-1.40957712552535
lib041,chr3,p,262844,-1.38837736110022
lib041,chr3,q,309254,-1.38029431254188
lib041,chr4,p,121348,-1.39418411824827
lib041,chr4,q,413070,-1.36706101332842
lib041,chr5,p,121060,-1.39837739517353
lib041,chr5,q,370439,-1.38323194753659
lib041,chr6,p,137434,-1.38626884503853
lib041,chr6,q,320747,-1.38313783969137
lib041,chr7,p,153813,-1.38818563204344
lib041,chr7,q,250346,-1.39809489661367
lib041,chr8,p,92093,-1.38754605267321
lib041,chr8,q,295991,-1.38173564780069
lib041,chr9,p,94886,-1.37546520733653
lib041,chr9,q,189263,-1.39497708391603
lib052,chr1,p,209854,-1.86498438032501
lib052,chr1,q,183363,-1.87393270187774
lib052,chr10,p,59966,-1.86943862980948
lib052,chr10,q,152360,-1.88547808629415
lib052,chr11,p,89517,-1.88967763555268
lib052,chr11,q,131826,-1.88298197465102
lib052,chr12,p,49244,-1.88057978126686
lib052,chr12,q,173408,-1.89620640342711
lib052,chr13,q,172888,-1.93721195237087
lib052,chr14,q,163169,-1.90603038859549
lib052,chr15,q,125176,-1.87826984912319
lib052,chr16,p,29496,-1.85609124783543
lib052,chr16,q,80578,-1.88218944028966
lib052,chr17,p,25677,-1.84950643777489
lib052,chr17,q,84071,-1.83715415968884
lib052,chr18,p,29330,-1.90845280153759
lib052,chr18,q,98315,-1.92645292746892
lib052,chr19,p,20409,-1.80772857012629
lib052,chr19,q,38885,-1.84943219278976
lib052,chr2,p,156923,-1.8823547955244
lib052,chr2,q,253740,-1.89963973213255
lib052,chr20,p,41213,-1.91465049151924
lib052,chr20,q,56229,-1.83244159926783
lib052,chr21,q,56809,-1.91238402477701
lib052,chr22,q,41807,-1.79758015513693
lib052,chr3,p,167156,-1.89641878012097
lib052,chr3,q,196129,-1.89655534169886
lib052,chr4,p,77059,-1.91276704124946
lib052,chr4,q,260017,-1.90866587270136
lib052,chr5,p,76001,-1.93782688252539
lib052,chr5,q,234457,-1.90020858347146
lib052,chr6,p,88702,-1.85464239008546
lib052,chr6,q,202625,-1.91175349041571
lib052,chr7,p,97891,-1.89877257126916
lib052,chr7,q,159259,-1.91109500803853
lib052,chr8,p,58154,-1.8921156871235
lib052,chr8,q,187010,-1.90498003560475
lib052,chr9,p,59889,-1.91538688503036
lib052,chr9,q,122883,-1.86028576119098
lib060,chr1,p,551451,-0.45516166126233
lib060,chr1,q,485090,-0.445104680968483
lib060,chr10,p,158175,-0.469111243024164
lib060,chr10,q,402481,-0.468362706630077
lib060,chr11,p,234317,-0.444243805821664
lib060,chr11,q,348028,-0.457944082103509
lib060,chr12,p,130099,-0.427072743696295
lib060,chr12,q,459722,-0.456034694462523
lib060,chr13,q,459193,-0.417315296850056
lib060,chr14,q,433772,-0.446758786548359
lib060,chr15,q,333323,-0.455496525159215
lib060,chr16,p,77130,-0.515473798129322
lib060,chr16,q,213057,-0.476357450581027
lib060,chr17,p,68527,-0.490088432720617
lib060,chr17,q,223210,-0.483558392657966
lib060,chr18,p,77510,-0.474938885125519
lib060,chr18,q,258239,-0.434716639389843
lib060,chr19,p,56716,-0.462479244422936
lib060,chr19,q,105729,-0.465129232445556
lib060,chr2,p,413999,-0.448550740106607
lib060,chr2,q,673132,-0.43242862301079
lib060,chr20,p,108247,-0.485374281916329
lib060,chr20,q,148152,-0.504037004842126
lib060,chr21,q,148923,-0.452069781745671
lib060,chr22,q,109926,-0.503812551528757
lib060,chr3,p,438667,-0.454870898257606
lib060,chr3,q,517589,-0.429529746712777
lib060,chr4,p,202924,-0.43900516801808
lib060,chr4,q,686218,-0.400478952682759
lib060,chr5,p,202007,-0.429274271431969
lib060,chr5,q,620219,-0.433617850642793
lib060,chr6,p,234219,-0.456047767361298
lib060,chr6,q,536103,-0.41938382200296
lib060,chr7,p,256319,-0.4522708794904
lib060,chr7,q,422258,-0.429890046796799
lib060,chr8,p,154071,-0.466121826739613
lib060,chr8,q,492279,-0.43930903771927
lib060,chr9,p,157549,-0.408721998223507
lib060,chr9,q,320996,-0.471558765394487
lib061,chr1,p,523638,-0.569950137991606
lib061,chr1,q,463003,-0.549697655736478
lib061,chr10,p,151991,-0.557286711259055
lib061,chr10,q,385518,-0.564470303294259
lib061,chr11,p,225769,-0.529572316709376
lib061,chr11,q,332730,-0.558776774123896
lib061,chr12,p,124929,-0.520012344020824
lib061,chr12,q,441839,-0.54598695202385
lib061,chr13,q,445048,-0.492406329812603
lib061,chr14,q,416538,-0.539695992675713
lib061,chr15,q,315550,-0.576982543630833
lib061,chr16,p,72914,-0.634129446782825
lib061,chr16,q,201375,-0.600323734322422
lib061,chr17,p,64333,-0.623143254498858
lib061,chr17,q,212158,-0.591076345332811
lib061,chr18,p,74261,-0.571607351593406
lib061,chr18,q,249063,-0.520308371583971
lib061,chr19,p,52015,-0.636661002214311
lib061,chr19,q,97849,-0.628319755566738
lib061,chr2,p,397598,-0.54002493572544
lib061,chr2,q,647920,-0.520630893161813
lib061,chr20,p,104886,-0.55703638384185
lib061,chr20,q,139300,-0.631959695244489
lib061,chr21,q,144518,-0.521903729251512
lib061,chr22,q,103482,-0.626201876645847
lib061,chr3,p,421901,-0.543887519268618
lib061,chr3,q,498033,-0.518776161618357
lib061,chr4,p,195667,-0.523977876189852
lib061,chr4,q,664133,-0.478630595050118
lib061,chr5,p,195545,-0.506637785652606
lib061,chr5,q,596269,-0.524671007903608
lib061,chr6,p,224385,-0.550564418473329
lib061,chr6,q,518121,-0.499856271092249
lib061,chr7,p,248476,-0.523880145331166
lib061,chr7,q,404715,-0.528691862146149
lib061,chr8,p,148377,-0.550774276680977
lib061,chr8,q,474057,-0.526797308468902
lib061,chr9,p,152000,-0.494330061472444
lib061,chr9,q,306585,-0.572576592273204
lib065,chr1,p,511670,-0.619343892332956
lib065,chr1,q,448253,-0.619546271566058
lib065,chr10,p,148271,-0.610328875203718
lib065,chr10,q,374539,-0.626674235604348
lib065,chr11,p,214711,-0.63995634494947
lib065,chr11,q,322652,-0.625203226613206
lib065,chr12,p,118939,-0.627692848071874
lib065,chr12,q,425388,-0.628736188121898
lib065,chr13,q,412354,-0.66596774597927
lib065,chr14,q,398896,-0.634833406537774
lib065,chr15,q,309650,-0.617311554432754
lib065,chr16,p,74286,-0.595515701537899
lib065,chr16,q,199156,-0.623871173427212
lib065,chr17,p,65535,-0.585009755267231
lib065,chr17,q,212439,-0.588342673173778
lib065,chr18,p,71950,-0.640367224171827
lib065,chr18,q,232911,-0.670970714478428
lib065,chr19,p,54984,-0.52665342108634
lib065,chr19,q,100876,-0.565632228474376
lib065,chr2,p,381200,-0.631482399279957
lib065,chr2,q,612101,-0.645940948474342
lib065,chr20,p,101037,-0.639103456234391
lib065,chr20,q,141564,-0.599242007595263
lib065,chr21,q,135988,-0.657132690028998
lib065,chr22,q,106315,-0.572395396500485
lib065,chr3,p,405890,-0.628895578376774
lib065,chr3,q,471584,-0.639479701597785
lib065,chr4,p,184083,-0.659615722608731
lib065,chr4,q,613574,-0.657542475804082
lib065,chr5,p,181793,-0.67127768778232
lib065,chr5,q,567053,-0.635744454355882
lib065,chr6,p,217672,-0.615084479375817
lib065,chr6,q,483757,-0.653640902418261
lib065,chr7,p,235007,-0.64685671062624
lib065,chr7,q,385418,-0.637372169436601
lib065,chr8,p,143283,-0.626506552761291
lib065,chr8,q,449107,-0.646588349803734
lib065,chr9,p,142087,-0.647264415587909
lib065,chr9,q,299628,-0.621343577325957
lib067,chr1,p,596827,-0.2678880151232
lib067,chr1,q,522956,-0.265790261510663
lib067,chr10,p,171765,-0.275336240871486
lib067,chr10,q,436837,-0.273711253998196
lib067,chr11,p,254901,-0.238768598976475
lib067,chr11,q,376617,-0.269507303951407
lib067,chr12,p,140936,-0.232259117252015
lib067,chr12,q,498739,-0.259777509802774
lib067,chr13,q,501628,-0.192042197962416
lib067,chr14,q,470898,-0.246550668021951
lib067,chr15,q,359591,-0.275943566558391
lib067,chr16,p,84070,-0.320153541569715
lib067,chr16,q,228560,-0.311843728885868
lib067,chr17,p,73307,-0.338442736940934
lib067,chr17,q,239080,-0.329169150081981
lib067,chr18,p,84317,-0.27240818298735
lib067,chr18,q,282866,-0.205001339831782
lib067,chr19,p,58195,-0.407679240216715
lib067,chr19,q,109850,-0.379785559122917
lib067,chr2,p,449693,-0.249472638867741
lib067,chr2,q,731775,-0.227270534463018
lib067,chr20,p,118723,-0.262008563448088
lib067,chr20,q,158912,-0.348541280855522
lib067,chr21,q,162467,-0.237352191502968
lib067,chr22,q,117183,-0.365982115095684
lib067,chr3,p,477161,-0.250492644100506
lib067,chr3,q,562655,-0.22386504359686
lib067,chr4,p,221339,-0.223382676494974
lib067,chr4,q,750819,-0.171876994404573
lib067,chr5,p,221023,-0.201613394548705
lib067,chr5,q,673013,-0.232905517263775
lib067,chr6,p,251340,-0.291494220107985
lib067,chr6,q,585714,-0.197366322738765
lib067,chr7,p,279765,-0.238200900285684
lib067,chr7,q,457730,-0.230112472033524
lib067,chr8,p,165618,-0.294453080783706
lib067,chr8,q,538871,-0.215609470670273
lib067,chr9,p,171754,-0.189572144474875
lib067,chr9,q,346007,-0.296237353413113
lib076,chr1,p,489421,-0.711168895703669
lib076,chr1,q,431545,-0.698666995178303
lib076,chr10,p,140588,-0.719878054124912
lib076,chr10,q,359723,-0.710617532908865
lib076,chr11,p,209355,-0.69342142500499
lib076,chr11,q,309484,-0.711996591008844
lib076,chr12,p,116363,-0.674000857827384
lib076,chr12,q,410556,-0.703341784730386
lib076,chr13,q,415771,-0.647828045757777
lib076,chr14,q,388515,-0.690814672454454
lib076,chr15,q,295184,-0.716192820578617
lib076,chr16,p,67688,-0.781210665915463
lib076,chr16,q,187834,-0.744017232708163
lib076,chr17,p,59581,-0.773900649131715
lib076,chr17,q,194824,-0.759707922573651
lib076,chr18,p,69622,-0.709632902822871
lib076,chr18,q,233731,-0.66332193283074
lib076,chr19,p,46486,-0.841521869865558
lib076,chr19,q,89210,-0.807228756739822
lib076,chr2,p,370377,-0.691846109979465
lib076,chr2,q,605109,-0.670401930264599
lib076,chr20,p,97900,-0.705989506142264
lib076,chr20,q,130444,-0.759940190748705
lib076,chr21,q,134704,-0.677488374160098
lib076,chr22,q,95840,-0.771344524464718
lib076,chr3,p,393438,-0.695007648329603
lib076,chr3,q,466219,-0.66396359482587
lib076,chr4,p,182519,-0.677928705326198
lib076,chr4,q,619817,-0.635450526367839
lib076,chr5,p,183218,-0.654217488499682
lib076,chr5,q,555765,-0.678659195030625
lib076,chr6,p,207847,-0.709514629586891
lib076,chr6,q,482243,-0.660416304927503
lib076,chr7,p,230843,-0.684875451281723
lib076,chr7,q,377907,-0.679673967024754
lib076,chr8,p,137745,-0.708839757498783
lib076,chr8,q,443234,-0.674786056647801
lib076,chr9,p,142186,-0.645737077642037
lib076,chr9,q,286423,-0.713907618956202
lib080,chr1,p,568032,-0.386729355051273
lib080,chr1,q,480535,-0.466674880636533
lib080,chr10,p,165482,-0.364923315082323
lib080,chr10,q,417450,-0.383552554271053
lib080,chr11,p,223348,-0.55373941133492
lib080,chr11,q,355011,-0.411917497688659
lib080,chr12,p,118991,-0.626758059055071
lib080,chr12,q,459622,-0.456537698754652
lib080,chr13,q,402473,-0.718422641469049
lib080,chr14,q,422934,-0.505204500834553
lib080,chr15,q,350089,-0.340893780226163
lib080,chr16,p,97570,0.059792202458341
lib080,chr16,q,241660,-0.17283000546417
lib080,chr17,p,84950,0.0309319149341404
lib080,chr17,q,262057,-0.105640377135011
lib080,chr18,p,81857,-0.345601297025824
lib080,chr18,q,236092,-0.641299038354897
lib080,chr19,p,79422,0.378824944560464
lib080,chr19,q,138301,0.209419209064997
lib080,chr2,p,404114,-0.503682892029792
lib080,chr2,q,617426,-0.627311839773954
lib080,chr20,p,111222,-0.421942341056935
lib080,chr20,q,185457,0.0350678263214678
lib080,chr21,q,144083,-0.528799930651067
lib080,chr22,q,143670,0.137079035490344
lib080,chr3,p,427772,-0.512716304789574
lib080,chr3,q,465549,-0.667021229208501
lib080,chr4,p,189727,-0.593529741497876
lib080,chr4,q,558669,-0.851833439090468
lib080,chr5,p,181886,-0.670164285302822
lib080,chr5,q,571130,-0.620244507710691
lib080,chr6,p,241593,-0.385174695844101
lib080,chr6,q,469924,-0.715545884525488
lib080,chr7,p,245286,-0.553005933681547
lib080,chr7,q,395339,-0.581497301393456
lib080,chr8,p,158964,-0.39337780890275
lib080,chr8,q,451721,-0.634037897617391
lib080,chr9,p,132541,-0.794536819944434
lib080,chr9,q,342722,-0.319264455022757
lib086,chr1,p,600525,-0.25262580727274
lib086,chr1,q,528746,-0.238371720110441
lib086,chr10,p,173624,-0.248829417545376
lib086,chr10,q,441351,-0.248136197030553
lib086,chr11,p,256263,-0.225172736572514
lib086,chr11,q,380205,-0.245857957699011
lib086,chr12,p,141037,-0.230443469353993
lib086,chr12,q,500739,-0.249717423960206
lib086,chr13,q,502111,-0.189478113910036
lib086,chr14,q,473145,-0.234433347483007
